service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
237103,1,1,1,1,1,1,1,20240501,20260430
237175,1,1,1,1,1,0,1,20250614,20250824
237202,1,1,1,1,1,1,0,20240501,20280930
237225,1,1,1,1,1,1,1,20240501,20280930
237283,1,1,1,1,1,0,0,20240501,20300630
237284,1,1,1,1,1,0,0,20240501,20300630
237325,1,1,1,1,1,1,0,20240501,20280930
237354,1,1,1,1,1,1,1,20240501,20280930
237528,1,1,1,1,1,0,0,20240429,20260513
237773,1,1,1,1,1,0,0,20240501,20300331
237778,1,1,1,1,1,1,0,20240505,20280501
237824,1,1,1,1,1,1,1,20240501,20250617
237830,1,1,1,1,1,1,0,20240501,20271031
237831,1,1,1,1,1,1,1,20240501,20271031
237832,0,0,0,0,0,0,1,20240501,20271031
238065,1,1,1,1,1,0,0,20240601,20280930
238069,1,1,1,1,1,0,0,20240601,20280930
238233,1,1,1,1,1,1,0,20240601,20260513
238272,1,1,1,1,1,0,0,20240901,20250609
238510,1,1,1,1,1,0,0,20240429,20300331
238511,0,0,0,0,0,1,0,20250303,20260513
238512,0,0,0,0,0,0,1,20250303,20260513
238513,0,0,0,0,0,0,1,20250303,20260513
238523,1,1,1,1,1,0,0,20240429,20300331
238589,1,1,1,1,1,1,0,20250610,20250831
238642,1,1,1,1,1,0,0,20250201,20260513
238643,1,1,1,1,1,0,0,20250201,20260513
238644,1,1,1,1,1,0,0,20250201,20260513
238692,1,1,1,1,1,1,1,20240601,20260630
238694,0,0,0,0,1,1,1,20240901,20250531
238695,1,1,1,1,1,1,1,20240601,20260131
238696,1,1,1,1,1,1,1,20240601,20260131
238698,1,1,1,1,1,1,1,20240601,20260131
238699,1,1,1,1,1,1,1,20240601,20260131
238700,1,1,1,1,1,1,1,20250601,20250830
238701,0,0,0,0,1,0,1,20240831,20250530
238775,0,0,0,0,0,1,0,20240513,20260513
238776,0,0,0,0,0,1,1,20240513,20260513
238777,1,1,1,1,1,1,0,20240513,20260513
238778,1,1,1,1,1,0,0,20240513,20260513
238779,1,1,1,1,1,1,1,20240513,20260513
238780,1,0,1,0,1,0,0,20240513,20260513
238781,0,1,0,1,0,0,0,20240513,20260513
238784,1,1,1,1,1,1,0,20240513,20260513
238785,1,1,1,1,1,1,1,20240513,20260513
238786,0,0,0,0,0,1,0,20240513,20260513
238790,0,0,1,0,0,0,0,20240513,20260513
238817,1,1,1,1,1,1,1,20210601,20260115
238818,1,1,1,1,1,1,1,20210601,20260115
238943,0,0,0,0,1,0,0,20250501,20250930
239162,1,1,1,1,1,0,0,20240701,20280930
239172,1,1,1,1,1,0,0,20240826,20250608
239173,1,1,1,1,1,0,0,20240826,20250608
239174,1,1,1,1,1,0,0,20240826,20250608
239175,1,1,1,1,1,0,0,20240826,20250608
239209,0,0,0,0,0,1,0,20240601,20260513
239210,0,0,0,0,0,1,0,20240601,20260513
239211,0,0,0,0,0,1,0,20240601,20260513
239212,0,0,0,0,0,1,0,20240601,20260513
239213,0,0,0,0,0,1,0,20240601,20260513
239214,0,0,0,0,0,1,0,20240601,20260513
239215,0,0,0,0,0,1,0,20240601,20260513
239230,0,0,0,0,0,1,0,20250201,20260513
239231,0,0,0,0,0,1,0,20250201,20260513
239232,0,0,0,0,0,0,1,20250201,20260513
239284,1,1,1,1,1,1,1,20240601,20260115
239292,1,1,1,1,1,1,1,20240601,20260630
239293,1,1,1,1,1,1,1,20240601,20260630
239354,1,1,1,1,1,0,0,20240701,20260513
239355,1,1,1,1,1,0,0,20240701,20260513
239356,1,1,1,1,1,0,0,20240701,20260513
239357,1,1,1,1,1,0,0,20240701,20260513
239358,1,1,1,1,1,0,0,20240701,20260513
239365,1,1,1,1,1,0,0,20240601,20280930
239398,1,1,1,1,1,0,0,20241001,20250710
239399,0,0,0,0,0,1,1,20241001,20250710
239400,0,0,0,0,0,1,1,20241001,20250710
239401,0,0,0,0,0,1,1,20241001,20250710
239402,0,0,0,0,0,1,1,20241001,20250710
239451,1,1,1,1,1,0,0,20241001,20250710
239452,1,1,1,1,1,0,0,20241001,20250710
239453,1,1,1,1,1,0,0,20241001,20250710
239468,1,1,1,1,1,0,0,20241001,20250710
239469,1,1,1,1,1,0,0,20241001,20250710
239470,1,1,1,1,1,0,0,20241001,20250710
239471,1,1,1,1,1,0,0,20241001,20250710
239472,1,1,1,1,1,0,0,20241001,20250710
239484,1,1,1,1,1,0,0,20241001,20250710
239530,1,1,1,1,1,0,0,20240601,20300331
239531,1,1,1,1,1,0,0,20240601,20300331
239532,1,1,1,1,1,0,0,20240601,20300331
239533,1,1,1,1,1,0,0,20240601,20300331
239534,1,1,1,1,1,0,0,20240601,20300331
239535,1,1,1,1,1,0,0,20240601,20300331
239536,0,0,0,0,0,1,1,20240601,20300331
239537,0,0,0,0,0,1,1,20240601,20300331
239538,0,0,0,0,0,1,1,20240601,20300331
239539,0,0,0,0,0,1,1,20240601,20300331
239540,0,0,0,0,0,1,1,20240601,20300331
239541,0,0,0,0,0,1,1,20240601,20300331
239542,0,0,0,0,0,1,1,20240601,20300331
239696,1,1,1,1,1,0,0,20240601,20250930
239888,1,1,1,1,1,0,0,20241021,20260513
239889,1,1,1,1,1,0,0,20241021,20260513
239890,1,1,1,1,1,0,0,20241021,20260513
239891,1,1,1,1,1,0,0,20241021,20260513
239892,1,1,1,1,1,0,0,20241021,20260513
239893,1,1,1,1,1,0,0,20241021,20260513
239894,1,1,1,1,1,0,0,20241021,20260513
239895,1,1,1,1,1,0,0,20241021,20260513
239896,1,1,1,1,1,0,0,20241021,20260513
239897,1,1,1,1,1,0,0,20241021,20260513
239898,1,1,1,1,1,0,0,20241021,20260513
239899,1,1,1,1,1,0,0,20241021,20260513
239900,1,1,1,1,1,0,0,20241021,20260513
239901,1,1,1,1,1,0,0,20241021,20260513
239914,1,1,1,1,1,1,1,20240601,20260513
239916,1,0,0,1,0,0,0,20240601,20250930
239953,0,0,0,0,0,1,0,20250421,20260513
239974,1,1,1,1,1,1,1,20250601,20250831
239975,1,1,1,1,1,1,1,20250601,20250831
240004,0,0,0,0,0,1,0,20240601,20260513
240005,0,0,0,0,0,1,0,20240601,20260513
240006,0,0,0,0,0,1,0,20240601,20260513
240007,1,1,1,1,1,1,1,20250601,20250831
240008,1,1,1,1,1,1,1,20250601,20250831
240009,1,1,1,1,1,1,1,20250601,20250831
240010,1,1,1,1,1,1,1,20240901,20250531
240011,1,1,1,1,1,1,1,20240901,20250531
240012,1,1,1,1,1,1,1,20240901,20250531
240013,1,1,1,1,1,1,1,20240901,20250531
240014,1,1,1,1,1,1,1,20240901,20250531
240035,0,0,0,0,0,0,1,20240601,20260513
240036,0,0,0,0,0,0,1,20240601,20260513
240060,0,0,0,0,0,1,0,20240901,20250531
240061,1,1,1,1,1,1,0,20240901,20250531
240157,0,0,0,0,1,0,1,20240601,20260513
240226,1,1,1,1,1,0,0,20250201,20290630
240388,1,1,1,1,1,0,0,20250201,20300930
240453,1,1,1,1,1,0,0,20240601,20260513
240455,1,1,1,1,1,0,0,20240601,20260513
240456,1,1,1,1,1,0,0,20240601,20260513
240459,1,1,1,1,1,1,1,20250613,20250831
240467,1,1,0,1,1,0,0,20240601,20260513
240475,0,0,1,0,0,0,0,20240601,20260513
240476,0,0,1,0,0,0,0,20240601,20260513
240485,0,0,1,0,0,1,1,20240601,20260513
240495,0,0,0,0,0,1,1,20240601,20260513
240514,1,1,1,1,1,1,1,20240601,20260513
240518,0,0,0,0,0,0,1,20240601,20260513
240528,0,0,0,0,0,1,0,20240601,20260513
240625,1,1,1,1,1,0,0,20240903,20260513
240630,1,1,1,1,1,0,0,20240903,20260513
240655,1,1,1,1,1,0,0,20240601,20260513
240656,1,1,1,1,1,0,0,20240601,20260513
240662,1,1,1,1,1,1,1,20240601,20260513
240668,0,0,0,0,0,1,1,20240601,20260513
240674,0,0,0,0,0,1,0,20240601,20260513
240911,0,0,0,0,1,0,0,20250606,20250606
240912,0,0,0,0,1,0,0,20250606,20250606
240918,1,1,1,1,1,0,0,20250201,20290630
240919,1,1,1,1,1,1,0,20250201,20290630
240921,1,1,1,1,1,0,0,20250201,20290630
240923,1,1,1,1,1,0,0,20250201,20290630
240925,1,1,1,1,1,1,1,20250201,20290630
240927,1,1,1,1,1,1,1,20250201,20290630
240929,1,1,1,1,1,0,0,20250201,20290630
241404,1,1,1,1,1,0,0,20240902,20260513
241411,1,1,1,1,1,0,0,20240902,20260513
241412,1,1,1,1,1,0,0,20240902,20260513
241413,1,1,1,1,1,0,0,20240902,20260513
241414,1,1,1,1,1,0,0,20250106,20260513
241415,1,1,1,1,1,0,0,20250106,20260513
241416,1,1,1,1,1,0,0,20250106,20260513
241418,1,1,1,1,1,0,0,20250106,20260513
241419,1,1,1,1,1,0,0,20250106,20260513
241420,1,1,1,1,1,0,0,20250106,20260513
241421,1,1,1,1,0,0,0,20240902,20260513
241422,1,1,1,1,0,0,0,20240902,20260513
241428,0,0,0,0,1,0,0,20240902,20260513
241429,0,0,0,0,1,0,0,20240902,20260513
241451,1,1,1,1,1,1,1,20240601,20290531
241581,1,1,1,1,1,0,0,20250201,20290630
241623,0,0,0,0,1,0,0,20240621,20260513
241624,0,0,0,0,1,0,0,20240621,20260513
241625,0,0,0,0,1,0,0,20240621,20260513
241757,1,1,1,1,1,0,0,20250201,20290630
241776,1,1,1,1,1,0,1,20250620,20250831
241963,1,1,1,1,1,0,0,20240617,20260513
241964,1,1,1,1,1,0,0,20240617,20260513
241965,1,1,1,1,1,1,1,20240617,20260513
241966,0,0,0,0,0,1,1,20240617,20260513
241967,1,1,1,1,1,0,0,20240617,20260513
241969,1,1,1,1,1,1,1,20240617,20260513
241970,1,1,1,1,1,0,0,20240617,20260513
241971,1,1,1,1,1,0,0,20240617,20260513
242049,0,0,0,0,0,1,0,20241021,20260513
242050,0,0,0,0,0,1,0,20241021,20260513
242051,0,0,0,0,0,1,0,20241021,20260513
242137,0,0,1,0,0,0,0,20250201,20300930
242138,0,0,0,0,0,1,0,20250201,20300930
242153,0,0,0,1,0,0,0,20250201,20300930
242170,1,1,0,0,1,1,0,20250201,20300930
242172,1,1,1,1,1,1,0,20250201,20300930
242174,1,1,1,1,1,0,0,20250201,20300930
242189,1,1,1,1,0,0,0,20250201,20300930
242190,0,0,0,0,1,0,0,20250201,20300930
242209,1,1,1,1,1,1,1,20230901,20261114
242574,0,0,0,0,0,1,0,20240621,20260513
242575,0,0,0,0,0,1,0,20240621,20260513
242576,0,0,0,0,0,1,0,20240621,20260513
242586,1,1,1,1,1,0,0,20241001,20250710
242659,1,1,1,1,1,0,0,20250201,20300930
242705,0,1,0,0,0,0,0,20240902,20260513
242707,0,0,0,0,1,0,0,20240902,20260513
242710,1,0,0,1,1,0,1,20240901,20250619
242719,1,1,1,1,1,1,1,20250601,20250831
242720,1,1,1,1,1,1,1,20250601,20250831
242722,1,1,1,1,1,1,1,20250601,20250831
242728,0,0,0,0,1,0,1,20240901,20250614
242734,1,1,1,1,1,0,0,20250201,20290630
242735,1,1,1,1,1,1,1,20240620,20261231
242736,1,1,1,1,1,0,0,20250201,20290630
242740,0,0,0,0,1,1,1,20240901,20250531
242741,1,0,0,0,0,1,0,20240901,20250531
242852,0,0,0,0,0,1,1,20240801,20280930
242907,1,1,1,1,1,0,0,20250201,20290630
243018,1,1,1,1,1,0,0,20240826,20250608
243019,1,1,1,1,1,0,0,20240826,20250608
243020,1,1,1,1,1,0,0,20240826,20250608
243021,1,1,1,1,1,0,0,20240826,20250608
243022,1,1,1,1,1,0,0,20240826,20250608
243023,0,0,0,0,0,1,1,20240826,20250608
243024,0,0,0,0,0,1,1,20240826,20250608
243025,0,0,0,0,0,1,1,20240826,20250608
243026,0,0,0,0,0,1,1,20240826,20250608
243027,1,1,1,1,1,0,0,20240826,20250608
243028,1,1,1,1,1,0,0,20240826,20250608
243029,1,1,1,1,1,0,0,20240826,20250608
243030,1,1,1,1,1,0,0,20240826,20250608
243031,1,1,1,1,1,0,0,20240826,20250608
243032,1,1,1,1,1,0,0,20240826,20250608
243033,1,1,1,1,1,0,0,20240826,20250608
243034,1,1,1,1,1,0,0,20240826,20250608
243035,1,1,1,1,1,0,0,20240826,20250608
243036,0,0,0,0,0,1,1,20240826,20250608
243037,0,0,0,0,0,1,1,20240826,20250608
243038,0,0,0,0,0,1,1,20240826,20250608
243040,1,1,1,1,1,0,0,20240826,20250608
243041,1,1,1,1,1,0,0,20240826,20250608
243042,1,1,1,1,1,0,0,20240826,20250608
243043,1,1,1,1,1,0,0,20240826,20250608
243044,1,1,1,1,1,0,0,20240826,20250608
243045,1,1,1,1,1,0,0,20240826,20250608
243046,0,0,0,0,0,1,1,20240826,20250608
243047,0,0,0,0,0,1,1,20240826,20250608
243048,0,0,0,0,0,1,1,20240826,20250608
243057,1,1,1,1,1,0,0,20240826,20250608
243058,1,1,1,1,1,0,0,20240826,20250608
243059,1,1,1,1,1,0,0,20240826,20250608
243060,1,1,1,1,1,0,0,20240826,20250608
243061,0,0,0,0,0,1,1,20240826,20250608
243062,0,0,0,0,0,1,1,20240826,20250608
243063,0,0,0,0,0,1,1,20240826,20250608
243072,1,1,1,1,1,0,0,20240826,20250608
243073,1,1,1,1,1,0,0,20240826,20250608
243074,1,1,1,1,1,0,0,20240826,20250608
243075,1,1,1,1,1,0,0,20240826,20250608
243076,1,1,1,1,1,0,0,20240826,20250608
243077,1,1,1,1,1,0,0,20240826,20250608
243078,1,1,1,1,1,0,0,20240826,20250608
243079,1,1,1,1,1,0,0,20240826,20250608
243080,0,0,0,0,0,1,1,20240826,20250608
243081,0,0,0,0,0,1,1,20240826,20250608
243082,0,0,0,0,0,1,1,20240826,20250608
243083,0,0,0,0,0,1,1,20240826,20250608
243084,0,0,0,0,0,1,1,20240826,20250608
243085,0,0,0,0,0,1,1,20240826,20250608
243104,1,1,1,1,1,0,0,20240826,20250608
243105,1,1,1,1,1,0,0,20240826,20250608
243106,1,1,1,1,1,0,0,20240826,20250608
243107,1,1,1,1,1,0,0,20240826,20250608
243108,1,1,1,1,1,0,0,20240826,20250608
243109,1,1,1,1,1,0,0,20240826,20250608
243110,1,1,1,1,1,0,0,20240826,20250608
243111,1,1,1,1,1,0,0,20240826,20250608
243112,0,0,0,0,0,1,1,20240826,20250608
243113,0,0,0,0,0,1,1,20240826,20250608
243114,0,0,0,0,0,1,1,20240826,20250608
243115,0,0,0,0,0,1,1,20240826,20250608
243116,0,0,0,0,0,1,1,20240826,20250608
243117,0,0,0,0,0,1,1,20240826,20250608
243299,1,1,1,1,1,0,0,20240826,20250608
243300,1,1,1,1,1,0,0,20240826,20250608
243301,1,1,1,1,1,0,0,20240826,20250608
243302,1,1,1,1,1,0,0,20240826,20250608
243303,1,1,1,1,1,0,0,20240826,20250608
243304,1,1,1,1,1,0,0,20240826,20250608
243305,1,1,1,1,1,0,0,20240826,20250608
243313,0,0,0,0,0,1,1,20240826,20250608
243314,0,0,0,0,0,1,1,20240826,20250608
243315,0,0,0,0,0,1,1,20240826,20250608
243316,1,1,1,1,1,0,0,20240826,20250608
243317,1,1,1,1,1,0,0,20240826,20250608
243318,1,1,1,1,1,0,0,20240826,20250608
243319,0,0,0,0,0,1,1,20240826,20250608
243320,0,0,0,0,0,1,1,20240826,20250608
243335,0,0,0,0,0,1,1,20240826,20250608
243336,0,0,0,0,0,1,1,20240826,20250608
243337,0,0,0,0,0,1,1,20240826,20250608
243338,0,0,0,0,0,1,1,20240826,20250608
243342,1,1,1,1,1,0,0,20240826,20250608
243351,0,0,0,0,0,1,0,20240826,20250608
243352,0,0,0,0,0,0,1,20240826,20250608
243524,1,1,1,1,1,1,1,20240901,20261114
243529,0,0,0,0,0,1,1,20240826,20250608
243530,0,0,0,0,0,1,1,20240826,20250608
243531,0,0,0,0,0,1,1,20240826,20250608
243532,0,0,0,0,0,1,1,20240826,20250608
243533,0,0,0,0,0,1,1,20240826,20250608
243534,0,0,0,0,0,1,1,20240826,20250608
243600,1,1,1,1,1,0,0,20240826,20250608
243601,1,1,1,1,1,0,0,20240826,20250608
243602,1,1,1,1,1,0,0,20240826,20250608
243603,1,1,1,1,1,0,0,20240826,20250608
243604,1,1,1,1,1,0,0,20240826,20250608
243605,1,1,1,1,1,0,0,20240826,20250608
243606,1,1,1,1,1,0,0,20240826,20250608
243677,1,1,1,1,1,0,0,20240826,20250608
243678,0,0,0,0,0,1,0,20240826,20250608
243688,1,1,1,1,1,1,1,20240801,20290731
243689,1,1,1,1,1,1,1,20240801,20290731
243690,1,1,1,1,1,1,1,20240801,20290731
243691,1,1,1,1,1,1,0,20240801,20290731
243692,1,1,1,1,1,1,0,20240801,20290731
243693,1,1,1,1,1,1,1,20240801,20290731
243694,1,1,1,1,1,1,1,20240801,20290731
243740,1,1,1,1,1,0,0,20240901,20260513
243741,1,1,1,1,1,0,0,20240901,20260513
243742,1,1,1,1,1,0,0,20240901,20260513
243743,1,1,1,1,1,0,0,20240901,20260513
243744,1,1,1,1,1,0,0,20240901,20260513
243745,1,1,1,1,1,0,0,20240901,20260513
243746,1,1,1,1,1,0,0,20240901,20260513
243747,1,1,1,1,1,0,0,20240901,20260513
243748,1,1,1,1,1,0,0,20240901,20260513
243749,1,1,1,1,1,0,0,20240901,20260513
243750,1,1,1,1,1,0,0,20240901,20260513
243751,1,1,1,1,1,0,0,20240901,20260513
243752,1,1,1,1,1,0,0,20240901,20260513
243753,1,1,1,1,1,0,0,20240901,20260513
243780,1,1,1,1,1,0,0,20241001,20250710
243781,1,1,1,1,1,0,0,20241001,20250710
243782,1,1,1,1,1,0,0,20241001,20250710
243783,1,1,1,1,1,0,0,20241001,20250710
243790,1,1,1,1,1,0,0,20241001,20250710
243793,1,1,1,1,1,0,0,20241001,20250710
243794,1,1,1,1,1,0,0,20241001,20250710
243795,1,1,1,1,1,0,0,20241001,20250710
243796,1,1,1,1,1,0,0,20241001,20250710
243797,1,1,1,1,1,0,0,20241001,20250710
243798,1,1,1,1,1,0,0,20241001,20250710
243799,1,1,1,1,1,0,0,20241001,20250710
243800,1,1,1,1,1,0,0,20241001,20250710
243829,1,0,1,0,1,1,0,20250201,20290630
243874,0,0,0,0,0,1,0,20250201,20290630
243884,0,0,0,0,0,1,0,20250201,20290630
243989,1,1,1,1,1,1,0,20250201,20290630
243991,0,0,0,0,0,1,0,20250201,20290630
244007,1,1,1,1,1,1,0,20250201,20290630
244011,0,0,0,0,0,0,1,20250201,20290630
244017,1,1,1,1,1,1,1,20250201,20290630
244019,0,0,0,0,0,1,1,20250201,20290630
244037,0,0,0,0,0,1,1,20250201,20290630
244039,0,0,0,0,0,1,1,20250201,20290630
244040,1,1,1,1,1,0,0,20240901,20300731
244045,1,1,1,1,1,1,1,20250201,20290630
244240,0,0,0,0,0,1,1,20241001,20250710
244241,0,0,0,0,0,1,1,20241001,20250710
244242,0,0,0,0,0,1,1,20241001,20250710
244243,0,0,0,0,0,1,1,20241001,20250710
244244,0,0,0,0,0,1,1,20241001,20250710
244245,0,0,0,0,0,1,1,20241001,20250710
244246,0,0,0,0,0,1,1,20241001,20250710
244248,0,0,0,0,0,1,1,20241001,20250710
244249,0,0,0,0,0,1,1,20241001,20250710
244250,0,0,0,0,0,1,1,20241001,20250710
244251,0,0,0,0,0,1,1,20241001,20250710
244255,0,0,0,0,0,1,1,20241001,20250710
244492,1,1,1,1,1,0,0,20240903,20260513
244493,1,1,1,1,1,0,0,20240903,20260513
244504,1,1,1,1,1,0,0,20240903,20260513
244520,1,1,1,1,1,0,0,20240902,20260513
244521,1,1,1,1,1,0,0,20240902,20260513
244522,1,1,1,1,1,0,0,20240902,20260513
244559,1,1,1,1,1,0,0,20240901,20250608
244560,1,1,1,1,1,0,0,20240901,20250608
244567,1,1,1,1,1,0,0,20240903,20260513
244620,1,1,1,1,1,0,0,20240801,20280930
244636,1,1,1,1,1,0,0,20240801,20280930
244671,1,1,1,1,1,0,0,20240826,20250608
244672,1,1,1,1,1,0,0,20240826,20250608
244673,1,1,1,1,1,0,0,20240826,20250608
244674,1,1,1,1,1,0,0,20240826,20250608
244675,1,1,1,1,1,0,0,20240826,20250608
244676,1,1,1,1,1,0,0,20240826,20250608
244677,1,1,1,1,1,0,0,20240826,20250608
244678,1,1,1,1,1,0,0,20240826,20250608
244679,1,1,1,1,1,0,0,20240826,20250608
244680,1,1,1,1,1,0,0,20240826,20250608
244681,1,1,1,1,1,0,0,20240826,20250608
244972,0,0,0,0,0,1,0,20240902,20250608
245061,1,1,1,1,1,0,0,20240801,20280930
245063,1,1,1,1,1,0,0,20240801,20280930
245064,1,1,1,1,1,0,0,20240801,20280930
245065,1,1,1,1,1,0,0,20240801,20280930
245107,1,1,1,1,1,1,1,20240712,20300331
245256,0,0,0,0,0,1,0,20240901,20260513
245257,0,0,0,0,0,1,0,20240901,20260513
245259,0,0,0,0,0,1,0,20240901,20260513
245260,0,0,0,0,0,1,0,20240901,20260513
245277,0,0,0,0,0,1,1,20240902,20260513
245278,0,0,0,0,0,1,1,20240902,20260513
245279,0,0,0,0,0,1,1,20240902,20260513
245281,0,0,0,0,0,1,1,20240902,20260513
245285,0,0,0,0,0,1,1,20240902,20260513
245308,1,1,1,1,1,0,0,20240902,20260513
245331,1,1,1,1,1,0,0,20240902,20260513
245349,1,1,1,1,1,0,0,20240902,20260513
245350,1,1,1,1,1,0,0,20240902,20260513
245351,1,1,1,1,1,0,0,20240902,20260513
245352,1,1,1,1,1,0,0,20240902,20260513
245353,1,1,1,1,1,0,0,20240902,20260513
245354,1,1,1,1,1,0,0,20240902,20260513
245355,1,1,1,1,1,0,0,20240902,20260513
245779,1,1,1,1,1,0,0,20250421,20251214
246010,1,1,1,1,1,0,0,20240902,20260513
246011,1,1,1,1,1,0,0,20240902,20260513
246012,1,1,1,1,1,0,0,20240902,20260513
246013,1,1,1,1,1,0,0,20240902,20260513
246014,1,1,1,1,1,0,0,20240902,20260513
246015,1,1,1,1,1,0,0,20240902,20260513
246016,1,1,1,1,1,0,0,20240902,20260513
246017,1,1,1,1,1,0,0,20240902,20260513
246018,1,1,1,1,1,0,0,20240902,20260513
246019,1,1,1,1,1,0,0,20240902,20260513
246020,1,1,1,1,1,0,0,20240903,20260513
246021,1,1,1,1,1,0,0,20240903,20260513
246022,1,1,1,1,1,0,0,20240903,20260513
246023,1,1,1,1,1,0,0,20240903,20260513
246024,1,1,1,1,1,0,0,20240903,20260513
246025,1,1,1,1,1,0,0,20240903,20260513
246026,1,1,1,1,1,0,0,20240903,20260513
246027,1,1,1,1,1,0,0,20240903,20260513
246028,1,1,1,1,1,0,0,20240903,20260513
246029,1,1,1,1,1,0,0,20240903,20260513
246030,1,1,1,1,1,0,0,20250106,20260513
246031,1,1,1,1,1,0,0,20250106,20260513
246032,1,1,1,1,1,0,0,20240902,20260513
246033,1,1,1,1,1,0,0,20240902,20260513
246035,0,0,0,0,1,0,0,20240902,20260513
246036,1,1,1,1,1,0,0,20240902,20260513
246085,0,0,0,0,0,1,1,20250201,20290630
246127,1,1,1,1,1,0,0,20240902,20250608
246128,1,1,1,1,1,0,0,20240902,20250608
246129,0,0,0,0,0,1,1,20240902,20260513
246130,0,0,0,0,0,1,1,20240902,20260513
246133,1,1,1,1,1,0,0,20240902,20250608
246134,1,1,1,1,1,0,0,20240902,20250608
246135,1,1,1,1,1,0,0,20250201,20300930
246142,1,1,1,1,1,0,0,20240902,20260513
246156,0,0,0,0,0,1,1,20240902,20260513
246182,1,1,1,1,1,0,0,20240801,20260513
246183,1,1,1,1,1,0,0,20240901,20260513
246184,1,1,1,1,1,0,0,20240901,20260513
246185,1,1,1,1,1,0,0,20240901,20260513
246186,1,1,1,1,1,0,0,20240901,20260513
246187,1,1,1,1,1,0,0,20240901,20260513
246188,1,1,1,1,1,0,0,20240901,20260513
246189,1,1,1,1,1,0,0,20240901,20260513
246190,1,1,1,1,1,0,0,20240901,20260513
246191,1,1,1,1,1,0,0,20240901,20260513
246192,1,1,1,1,1,0,0,20240901,20260513
246193,1,1,1,1,1,0,0,20240901,20260513
246203,1,1,1,1,1,0,0,20250201,20300930
246338,1,1,1,1,1,1,1,20250201,20300930
246345,0,0,0,0,0,0,1,20240120,20260627
246356,0,0,0,0,0,1,1,20240902,20260513
246357,0,0,0,0,0,1,1,20240902,20260513
246358,0,0,0,0,0,1,1,20240902,20260513
246359,0,0,0,0,0,1,1,20240902,20260513
246360,0,0,0,0,0,1,1,20240902,20260513
246366,1,1,1,1,1,1,1,20240801,20260513
246367,0,0,0,0,0,1,1,20240902,20260513
246368,0,0,0,0,0,1,1,20240902,20260513
246369,0,0,0,0,0,1,1,20240902,20260513
246370,0,0,0,0,0,1,1,20240902,20260513
246371,0,0,0,0,0,1,1,20240902,20260513
246372,0,0,0,0,0,1,1,20240902,20260513
246373,0,0,0,0,0,1,1,20240902,20260513
246374,0,0,0,0,0,1,1,20240902,20260513
246375,0,0,0,0,0,1,1,20240902,20260513
246376,0,0,0,0,0,1,1,20240902,20260513
246377,0,0,0,0,0,1,1,20240902,20260513
246378,0,0,0,0,0,1,1,20240902,20260513
246384,0,0,0,0,0,1,1,20240902,20260513
246385,0,0,0,0,0,1,1,20240902,20260513
246386,0,0,0,0,0,1,1,20240902,20260513
246387,0,0,0,0,0,1,1,20240902,20260513
246388,0,0,0,0,0,1,1,20240902,20260513
246389,0,0,0,0,0,1,1,20240902,20260513
246395,0,0,0,0,0,1,1,20240902,20260513
246396,0,0,0,0,0,1,1,20240902,20260513
246408,1,1,1,1,1,0,0,20240902,20260513
246409,1,1,1,1,1,0,0,20240902,20260513
246410,1,1,1,1,1,0,0,20240902,20260513
246411,1,1,1,1,1,0,0,20240902,20260513
246412,1,1,1,1,1,0,0,20240902,20260513
246413,1,1,1,1,1,0,0,20240902,20260513
246414,1,1,1,1,1,0,0,20240902,20260513
246415,1,1,1,1,1,0,0,20240902,20260513
246416,1,1,1,1,1,0,0,20240902,20260513
246417,1,1,1,1,1,0,0,20240902,20260513
246427,1,1,1,1,1,0,0,20240902,20260513
246428,1,1,1,1,1,0,0,20240902,20260513
246429,1,1,1,1,1,0,0,20240902,20260513
246430,1,1,1,1,1,0,0,20240902,20260513
246431,1,1,1,1,1,0,0,20240902,20260513
246432,1,1,1,1,1,0,0,20240902,20260513
246433,1,1,1,1,1,0,0,20240902,20260513
246434,1,1,1,1,1,0,0,20240902,20260513
246435,1,1,1,1,1,0,0,20240902,20260513
246436,1,1,1,1,1,0,0,20240902,20260513
246437,1,1,1,1,1,0,0,20240902,20260513
246438,1,1,1,1,1,0,0,20240902,20260513
246439,1,1,1,1,1,0,0,20240902,20260513
246440,1,1,1,1,1,0,0,20240902,20260513
246441,1,1,1,1,1,0,0,20240902,20260513
246442,1,1,1,1,1,0,0,20240902,20260513
246443,1,1,1,1,1,0,0,20240902,20260513
246444,1,1,1,1,1,0,0,20240902,20260513
246445,1,1,1,1,1,0,0,20240902,20260513
246446,1,1,1,1,1,0,0,20240902,20260513
246447,1,1,1,1,1,0,0,20240902,20260513
246448,1,1,1,1,1,0,0,20240902,20260513
246449,1,1,1,1,1,0,0,20240902,20260513
246451,1,1,1,1,1,0,0,20240819,20260513
246471,1,0,1,0,1,0,0,20250201,20300930
246479,0,1,1,0,0,0,0,20250201,20300930
246480,1,0,0,1,1,0,0,20250201,20300930
246684,0,0,0,0,0,1,1,20240901,20280930
246685,1,1,0,1,1,0,1,20240901,20280930
246686,0,0,1,0,0,0,0,20240901,20280930
246792,1,1,1,1,1,0,0,20240901,20250609
246793,1,1,1,1,1,0,0,20240819,20260513
246882,1,1,1,1,1,0,0,20250201,20290630
246884,1,1,1,1,1,0,0,20250201,20290630
246886,1,1,1,1,1,0,0,20250201,20290630
